"file","caption","alt_text","category","png_time","StartTime","label","altcaption","loc"
"sel09_len_flt2sex2.png","Male ending year selectivity for NonTRWL",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt2sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt3sex1.png","Female ending year selectivity for Recreational",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt3sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt3sex2.png","Male ending year selectivity for Recreational",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt3sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt4sex1.png","Female ending year selectivity for Tagging",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt4sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt4sex2.png","Male ending year selectivity for Tagging",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt4sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt5sex1.png","Female ending year selectivity for Nearshore_survey",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt5sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt5sex2.png","Male ending year selectivity for Nearshore_survey",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt5sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt6sex1.png","Female ending year selectivity for OCNMS",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt6sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt6sex2.png","Male ending year selectivity for OCNMS",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt6sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt8sex1.png","Female ending year selectivity for Private_Boat",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt8sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt8sex2.png","Male ending year selectivity for Private_Boat",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt8sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt9sex1.png","Female ending year selectivity for Charter",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt9sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel09_len_flt9sex2.png","Male ending year selectivity for Charter",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel09_len_flt9sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt1sex1.png","Female ending year selectivity and growth for Trawl",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt1sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt1sex2.png","Male ending year selectivity and growth for Trawl",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt1sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt2sex1.png","Female ending year selectivity and growth for NonTRWL",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt2sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt2sex2.png","Male ending year selectivity and growth for NonTRWL",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt2sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt3sex1.png","Female ending year selectivity and growth for Recreational",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt3sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt3sex2.png","Male ending year selectivity and growth for Recreational",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt3sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt4sex1.png","Female ending year selectivity and growth for Tagging",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt4sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt4sex2.png","Male ending year selectivity and growth for Tagging",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt4sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt5sex1.png","Female ending year selectivity and growth for Nearshore_survey",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt5sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt5sex2.png","Male ending year selectivity and growth for Nearshore_survey",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt5sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt6sex1.png","Female ending year selectivity and growth for OCNMS",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt6sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt6sex2.png","Male ending year selectivity and growth for OCNMS",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt6sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt8sex1.png","Female ending year selectivity and growth for Private_Boat",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt8sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt8sex2.png","Male ending year selectivity and growth for Private_Boat",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt8sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt9sex1.png","Female ending year selectivity and growth for Charter",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt9sex1",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"sel21_agelen_contour_flt9sex2.png","Male ending year selectivity and growth for Charter",NA,"Sel",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","sel21_agelen_contour_flt9sex2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts7_Spawning_output.png","Spawning output",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts7_Spawning_output",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts7_Spawning_output_with_95_asymptotic_intervals_intervals.png","Spawning output with ~95% asymptotic intervals",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts7_Spawning_output_with_95_asymptotic_intervals_intervals",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts9_Relative_spawning_output.png","Relative spawning output: B/B_0",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts9_Relative_spawning_output",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts9_Relative_spawning_output_intervals.png","Relative spawning output: B/B_0 with ~95% asymptotic intervals",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts9_Relative_spawning_output_intervals",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts1_Total_biomass_(mt).png","Total biomass (mt)",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts1_Total_biomass_(mt)",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts4_Summary_biomass_(mt)",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts11_Age-0_recruits_(1000s)",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts_summaryF",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning output in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","ts_DynamicB0",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","recdevs1_points",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals",NA,"RecDev",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","recdevs2_withbars",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"recdevs3_varcheck.png","Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.",NA,"RecDev",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","recdevs3_varcheck",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"recruit_fit_bias_adjust.png","Points are transformed variances. Red line shows current settings for bias adjustment specified in control file. Blue line shows least squares estimate of alternative bias adjustment relationship for recruitment deviations (which may or may not be an improvement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1952.2   #_last_early_yr_nobias_adj_in_MPD 
1983.6   #_first_yr_fullbias_adj_in_MPD 
2013.6   #_last_yr_fullbias_adj_in_MPD 
2030.8   #_first_recent_yr_nobias_adj_in_MPD 
0.9304  #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models) </pre>",NA,"RecDev",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","recruit_fit_bias_adjust",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SR_curve",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SR_curve2",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SR_resids",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"catch1 landings.png","landings",NA,"Catch",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","catch1 landings",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"catch2 landings stacked.png","landings stacked",NA,"Catch",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","catch2 landings stacked",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"catch9 harvest rate.png","harvest rate",NA,"Catch",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","catch9 harvest rate",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SPR1_series.png","Timeseries of SPR. Horizontal line is at SPR target: 0.5",NA,"SPR",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SPR1_series",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR. Horizontal line is at 1 - SPR target: 1 - 0.5 = 0.5",NA,"SPR",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SPR2_minusSPRseries",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: 1-SPR",NA,"SPR",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SPR3_ratiointerval",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Warmer colors (red) represent early years and colder colors (blue) represent recent years. Lines through the final point show 95% intervals based on the asymptotic uncertainty for each dimension. The shaded ellipse is a 95% region which accounts for the estimated correlation between the two quantities: -0.99. The vertical line at 0.4 indicates the reference point as defined in the forecast.ss which can be removed from the plot via <code>SS_plots(..., btarg = -1)</code>. The horizontal line is at 1 - SPR target: 1 - 0.5 = 0.5. ",NA,"SPR",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","SPR4_phase",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index1_cpuedata_Tagging.png","Index data for Tagging. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index1_cpuedata_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index2_cpuefit_Tagging.png","Fit to index data for Tagging. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index2_cpuefit_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index3_obs_vs_exp_Tagging.png","Observed vs. expected index values with smoother for Tagging",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index3_obs_vs_exp_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index4_logcpuedata_Tagging.png","Log index data for Tagging. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index4_logcpuedata_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index5_logcpuefit_Tagging.png","Fit to log index data on log scale for Tagging. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index5_logcpuefit_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index6_log_obs_vs_exp_Tagging.png","log(observed) vs. log(expected) index values with smoother for Tagging",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index6_log_obs_vs_exp_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index10_resids_SE_total_Tagging.png","Residuals of fit to index for Tagging.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index10_resids_SE_total_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index12_resids_SE_total_Tagging.png","Deviations for fit to index for Tagging.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index12_resids_SE_total_Tagging",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index1_cpuedata_Nearshore_survey.png","Index data for Nearshore_survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index1_cpuedata_Nearshore_survey",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index2_cpuefit_Nearshore_survey.png","Fit to index data for Nearshore_survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index2_cpuefit_Nearshore_survey",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index3_obs_vs_exp_Nearshore_survey.png","Observed vs. expected index values with smoother for Nearshore_survey",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index3_obs_vs_exp_Nearshore_survey",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
"index4_logcpuedata_Nearshore_survey.png","Log index data for Nearshore_survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-07-20 10:09:55.446091,"StartTime: Thu Jul 20 09:57:49 2023","index4_logcpuedata_Nearshore_survey",NA,"C:/Users/copej/Documents/GitHub/Sebastes_melanops_WA/Document/models/Reference model/plots"
